movieId,genreId
393,2
393,3
393,10
405,2
405,10
406,9
407,12
407,18
408,9
409,7
409,9
410,5
410,6
410,10
412,9
413,6
414,6
415,6
415,18
416,20
417,6
417,16
418,9
419,6
420,2
420,6
420,7
420,18
421,3
421,5
421,9
422,18
423,2
423,18
424,9
425,9
425,16
426,12
426,17
426,18
427,9
427,15
427,16
427,18
428,9
429,6
430,6
430,9
431,7
431,9
432,3
432,6
432,20
433,6
434,2
434,3
434,18
435,6
435,17
436,9
436,18
437,6
438,2
438,6
438,9
440,6
440,16
441,6
442,2
442,3
442,17
444,6
444,16
445,6
446,9
446,16
448,9
449,6
450,6
450,9
451,9
451,15
451,16
452,9
453,6
453,16
454,9
454,18
455,3
455,5
455,9
456,7
456,9
456,18
457,18
458,9
458,20
459,2
459,3
459,7
459,9
459,16
459,18
460,6
461,9
461,16
464,2
464,3
464,7
464,18
466,2
466,6
466,19
467,6
468,6
468,16
469,9
469,16
470,6
471,6
472,6
472,9
473,6
473,19
474,2
474,18
475,9
476,6
476,9
477,9
477,14
478,6
478,7
478,9
479,2
479,7
479,18
480,2
480,3
480,17
480,18
481,9
481,18
482,7
482,9
482,18
484,3
484,5
485,2
485,3
485,6
485,10
486,6
487,6
487,20
488,9
488,16
489,6
490,18
491,9
492,6
492,15
493,2
493,7
493,9
494,2
494,3
494,18
495,9
496,6
496,9
496,16
496,18
497,6
497,16
499,6
499,16
500,6
500,9
501,9
502,2
502,5
502,16
504,2
504,9
504,17
505,6
506,9
506,10
506,16
507,7
507,9
507,18
508,9
509,9
509,16
510,9
511,2
511,9
512,12
512,17
513,6
513,15
513,16
514,6
515,9
515,16
516,6
516,9
517,2
517,9
517,15
518,6
519,2
519,7
519,9
519,17
519,18
520,6
521,7
521,18
522,2
522,9
523,9
524,9
526,9
527,9
527,19
528,6
528,9
529,9
531,5
531,9
532,6
532,7
532,12
533,2
533,3
533,10
533,15
534,9
534,16
535,9
536,9
537,9
538,9
539,6
539,9
539,16
540,18
541,2
541,17
541,18
542,6
542,9
542,16
543,6
543,16
543,18
544,2
544,7
546,2
546,3
546,5
546,6
546,10
546,17
547,2
547,3
547,18
548,2
548,15
548,18
549,9
549,14
550,6
550,16
551,4
551,5
551,10
551,14
552,2
552,3
552,6
552,16
553,2
553,9
553,20
555,7
555,18
556,8
558,2
558,3
558,4
558,5
558,10
562,6
562,9
563,9
563,16
564,6
567,6
567,9
568,6
568,9
569,6
569,9
573,9
574,6
574,9
575,5
575,6
577,3
577,5
577,9
579,7
579,18
580,9
581,8
583,6
583,9
585,6
586,5
586,6
587,6
587,9
587,10
587,16
587,18
588,3
588,4
588,5
588,6
588,14
589,2
589,17
590,3
590,9
590,20
592,2
592,7
592,18
593,7
593,12
593,18
594,4
594,5
594,9
594,10
594,14
595,4
595,5
595,10
595,14
595,16
595,13
596,4
596,5
596,10
596,14
597,6
597,16
599,3
599,20
600,2
600,6
600,7
602,8
605,9
605,16
606,10
606,12
608,6
608,7
608,9
608,18
609,3
609,5
610,2
610,3
610,4
610,12
610,17
611,2
611,12
611,17
612,6
613,9
613,16
615,6
615,9
616,4
616,5
617,6
617,9
618,6
618,16
619,6
626,6
627,9
627,18
628,7
628,9
628,15
628,18
631,3
631,4
631,5
631,10
631,14
631,16
632,9
632,19
633,6
634,6
635,6
635,9
636,9
637,6
638,16
639,6
639,9
640,9
640,18
645,9
647,2
647,7
647,9
647,19
648,2
648,3
648,15
648,18
649,6
649,9
650,9
653,2
653,3
653,10
656,6
661,3
661,4
661,5
661,10
661,14
662,18
663,6
665,6
665,9
665,19
667,2
668,9
670,9
671,6
671,17
673,3
673,4
673,5
673,6
673,10
673,17
674,3
674,6
674,17
678,9
678,18
679,9
680,9
680,15
680,16
680,17
680,18
685,9
688,2
688,3
688,6
688,19
691,6
691,16
692,2
692,17
692,18
694,2
694,7
694,9
695,15
695,18
697,9
697,16
698,9
700,6
703,9
704,2
704,3
706,9
707,7
707,9
707,18
708,6
708,16
709,3
709,4
709,5
709,6
709,14
710,6
711,3
711,5
714,9
714,15
714,20
715,9
715,16
718,6
718,10
718,17
719,6
720,3
720,4
720,6
722,8
724,9
724,10
724,12
724,18
725,6
726,9
728,6
731,7
731,18
733,2
733,3
733,18
735,12
736,2
736,3
736,16
736,18
737,2
737,17
741,4
741,17
742,12
742,18
743,6
745,4
745,5
745,6
747,6
748,2
748,17
748,18
750,6
750,19
757,9
759,8
760,9
760,19
761,2
761,3
762,6
762,7
764,9
764,16
765,6
765,9
766,9
773,9
775,12
775,15
778,6
778,7
778,9
779,9
779,16
780,2
780,3
780,17
780,18
781,9
782,9
782,18
783,4
783,5
783,9
783,14
783,16
784,6
784,18
785,6
786,2
786,9
786,18
788,6
788,10
788,16
788,17
790,9
791,8
795,9
798,2
798,3
798,9
798,18
799,6
799,12
799,18
800,9
800,15
800,20
801,5
801,6
802,9
802,16
803,6
803,9
803,16
804,6
804,16
805,9
805,18
806,7
806,9
808,3
808,5
809,2
809,3
810,5
810,6
810,10
813,6
818,6
823,9
824,9
824,15
828,3
828,5
829,6
829,10
829,14
830,6
832,7
832,18
833,6
835,9
836,2
836,3
836,18
837,5
837,6
837,10
838,6
838,9
838,16
839,2
839,18
840,5
840,6
841,12
842,6
842,12
848,9
849,2
849,3
849,17
849,18
851,9
852,6
852,9
852,16
858,7
858,9
861,2
861,6
861,7
861,18
866,7
866,9
866,16
866,18
867,6
867,7
869,7
869,9
869,14
869,18
870,6
875,2
875,7
875,9
876,2
876,6
876,7
876,18
879,12
879,18
880,17
880,18
881,5
881,6
882,9
882,18
885,5
885,9
885,10
886,2
886,6
886,7
888,3
888,4
888,5
888,14
889,9
889,16
891,12
891,18
892,6
892,9
892,16
893,9
896,9
897,3
897,9
897,16
897,19
898,6
898,9
898,16
899,6
899,14
899,16
900,14
900,16
901,6
901,14
902,9
902,16
903,9
903,15
903,16
903,18
904,15
904,18
905,6
905,16
906,9
906,18
907,6
907,14
907,16
908,2
908,3
908,15
908,16
908,18
909,6
909,9
909,16
910,6
910,7
911,6
911,7
911,15
911,16
911,18
912,9
912,16
913,11
913,15
914,6
914,9
914,14
914,16
915,6
915,16
916,6
916,9
916,16
917,5
917,9
918,14
919,3
919,5
919,10
919,14
920,9
920,16
920,19
921,6
922,9
922,11
922,16
923,9
923,15
924,3
924,9
924,17
926,9
927,6
928,9
928,15
928,16
928,18
929,9
929,11
929,15
929,18
930,11
930,16
930,18
931,15
931,16
931,18
932,9
932,16
933,7
933,15
933,16
933,18
934,6
935,6
935,14
936,6
936,16
937,6
937,16
938,14
940,2
940,3
940,16
941,3
942,7
942,11
942,15
943,9
943,10
943,16
944,9
945,6
945,14
945,16
946,6
946,9
946,19
947,6
947,16
948,9
948,16
948,20
949,9
950,6
950,7
951,6
951,16
952,3
952,6
953,5
953,9
953,10
953,16
954,9
955,6
955,16
956,9
956,16
959,9
961,9
963,14
965,9
965,15
965,18
968,12
968,17
968,18
969,3
969,6
969,16
969,19
970,3
970,6
970,7
970,9
970,16
971,9
973,6
973,9
976,16
976,19
979,9
979,19
981,9
982,9
984,6
984,9
986,3
986,5
987,9
987,16
988,6
988,9
990,2
990,3
990,18
991,9
993,9
994,6
994,9
996,2
996,7
996,9
996,18
998,2
998,7
999,7
999,11
1003,9
1003,18
1004,2
1004,18
1005,5
1005,6
1006,9
1007,5
1007,6
1007,20
1008,3
1008,20
1009,3
1009,5
1009,10
1010,5
1010,6
1011,5
1011,6
1011,10
1011,16
1012,5
1012,9
1013,5
1013,6
1013,16
1014,5
1014,6
1014,9
1015,3
1015,5
1015,9
1016,5
1016,6
1017,3
1017,5
1018,5
1018,6
1018,15
1019,3
1019,9
1019,17
1020,6
1021,5
1021,6
1022,4
1022,5
1022,10
1022,14
1022,16
1023,4
1023,5
1023,14
1024,4
1024,5
1024,14
1025,4
1025,5
1025,10
1025,14
1027,3
1027,9
1028,5
1028,6
1028,10
1028,14
1029,4
1029,5
1029,9
1029,14
1030,3
1030,4
1030,5
1030,14
1031,3
1031,5
1031,14
1032,3
1032,4
1032,5
1032,10
1032,14
1033,4
1033,5
1033,9
1034,6
1034,7
1034,9
1034,18
1035,14
1035,16
1036,2
1036,7
1036,18
1037,2
1037,12
1037,17
1037,18
1040,9
1041,9
1042,6
1042,9
1043,9
1043,16
1046,9
1046,16
1047,2
1047,9
1047,18
1049,2
1049,3
1050,8
1050,9
1051,9
1053,7
1053,9
1053,16
1054,9
1055,18
1056,9
1057,6
1057,14
1057,16
1059,9
1059,16
1060,6
1060,9
1061,18
1064,4
1064,5
1064,6
1064,10
1064,14
1064,16
1066,6
1066,14
1066,16
1068,7
1068,11
1073,5
1073,6
1073,10
1073,14
1076,9
1076,12
1076,18
1077,6
1077,17
1078,6
1078,19
1079,6
1079,7
1080,6
1081,6
1081,14
1081,16
1082,9
1083,6
1083,14
1084,7
1084,9
1085,3
1085,9
1086,7
1086,15
1086,18
1088,9
1088,14
1088,16
1089,7
1089,15
1089,18
1090,9
1090,19
1091,6
1092,7
1092,15
1092,18
1093,9
1094,9
1094,16
1094,18
1095,9
1096,9
1097,5
1097,9
1097,17
1099,5
1099,9
1099,10
1100,2
1100,9
1100,16
1101,2
1101,16
1103,9
1104,9
1105,12
1107,6
1111,8
1112,2
1112,6
1112,9
1114,7
1114,9
1116,9
1117,9
1119,9
1120,6
1120,9
1121,9
1123,8
1124,9
1125,6
1125,7
1126,6
1126,10
1127,2
1127,3
1127,17
1127,18
1128,12
1129,2
1129,3
1129,17
1129,18
1130,12
1130,15
1131,9
1131,15
1132,9
1135,6
1136,3
1136,6
1136,10
1137,16
1140,9
1144,8
1147,8
1148,4
1148,5
1148,6
1148,7
1150,9
1151,4
1151,6
1151,9
1151,10
1156,9
1161,9
1161,19
1162,6
1162,9
1163,9
1167,6
1170,2
1171,6
1172,9
1173,6
1173,9
1175,6
1175,9
1175,16
1176,9
1176,10
1176,16
1177,9
1177,16
1178,9
1178,19
1179,7
1179,9
1179,11
1180,6
1183,9
1183,16
1183,19
1184,6
1184,9
1185,9
1186,9
1187,9
1188,6
1188,16
1189,8
1190,7
1190,9
1190,16
1191,8
1191,14
1192,8
1193,9
1194,6
1196,2
1196,3
1196,17
1197,2
1197,3
1197,6
1197,10
1197,16
1198,2
1198,3
1199,10
1199,17
1200,2
1200,3
1200,12
1200,17
1201,2
1201,3
1201,20
1202,6
1203,9
1204,3
1204,9
1204,19
1206,7
1206,9
1206,17
1206,18
1207,9
1208,2
1208,9
1208,19
1209,2
1209,9
1209,20
1210,2
1210,3
1210,17
1211,9
1211,10
1211,16
1212,11
1212,15
1212,18
1213,7
1213,9
1214,12
1214,17
1215,2
1215,3
1215,6
1215,10
1215,12
1216,3
1216,9
1216,16
1217,9
1217,19
1218,2
1218,7
1218,9
1218,18
1219,7
1219,12
1220,2
1220,6
1220,14
1221,7
1221,9
1222,9
1222,19
1223,3
1223,4
1223,5
1223,6
1223,17
1224,2
1224,9
1224,16
1224,19
1225,9
1226,9
1226,16
1227,7
1227,9
1228,9
1230,6
1230,16
1231,9
1232,9
1232,15
1232,17
1233,2
1233,9
1233,19
1234,6
1234,7
1235,6
1235,9
1235,16
1236,6
1236,9
1236,16
1237,9
1238,6
1240,2
1240,17
1240,18
1241,6
1241,10
1241,12
1242,9
1242,19
1243,6
1243,9
1244,6
1244,9
1244,16
1245,7
1245,9
1245,11
1245,18
1246,9
1247,6
1247,9
1247,16
1248,7
1248,11
1248,18
1249,2
1249,7
1249,16
1249,18
1250,3
1250,9
1250,19
1251,9
1251,10
1252,7
1252,11
1252,15
1252,18
1253,9
1253,17
1253,18
1254,2
1254,3
1254,9
1254,20
1255,6
1255,12
1255,17
1256,6
1256,14
1256,19
1257,6
1257,16
1258,12
1259,3
1259,9
1260,7
1260,11
1260,18
1261,2
1261,6
1261,10
1261,12
1262,2
1262,3
1262,9
1262,19
1263,9
1263,19
1264,2
1264,9
1264,15
1264,16
1264,18
1265,6
1265,10
1265,16
1266,9
1266,20
1267,7
1267,18
1267,19
1268,6
1268,9
1269,6
1269,15
1269,18
1270,3
1270,6
1270,17
1271,6
1271,7
1271,9
1272,9
1272,19
1273,6
1273,9
1273,11
1274,2
1274,3
1274,4
1274,17
1275,2
1275,3
1275,10
1276,9
1277,6
1277,9
1277,16
1278,6
1278,10
1279,6
1279,9
1280,9
1281,6
1281,9
1281,19
1282,4
1282,5
1282,10
1282,14
1283,9
1283,20
1284,7
1284,11
1284,15
1285,6
1286,9
1286,16
1287,2
1287,3
1287,9
1288,6
1289,8
1290,9
1290,16
1291,2
1291,3
1292,6
1292,9
1293,9
1295,9
1296,9
1296,16
1297,6
1298,9
1298,14
1299,9
1299,19
1300,6
1300,9
1301,9
1301,17
1302,5
1302,9
1302,10
1303,3
1303,9
1304,2
1304,20
1305,9
1305,16
1306,3
1306,9
1306,17
1307,6
1307,16
1310,8
1312,9
1318,6
1318,9
1320,2
1320,12
1320,17
1320,18
1321,6
1321,12
1321,18
1322,12
1323,12
1324,12
1325,12
1326,12
1327,9
1327,12
1327,15
1327,18
1328,12
1329,12
1330,12
1331,12
1332,12
1332,18
1333,12
1333,18
1334,12
1334,17
1335,12
1335,15
1336,12
1336,18
1337,9
1337,12
1337,18
1339,10
1339,12
1339,16
1339,18
1340,9
1340,12
1340,17
1341,12
1342,12
1342,18
1343,18
1344,7
1344,9
1344,18
1345,9
1345,10
1345,12
1345,18
1346,9
1346,10
1346,12
1347,12
1347,18
1348,12
1349,12
1350,12
1350,15
1350,18
1351,7
1351,9
1351,18
1352,7
1352,18
1353,6
1353,9
1353,16
1354,9
1354,15
1355,12
1355,18
1356,2
1356,3
1356,17
1356,18
1357,9
1357,16
1358,9
1359,5
1359,6
1361,8
1363,9
1365,9
1366,9
1367,3
1367,5
1367,6
1370,2
1370,3
1370,18
1371,3
1371,17
1372,2
1372,15
1372,17
1373,2
1373,17
1374,2
1374,3
1374,17
1374,18
1375,2
1375,3
1375,17
1376,3
1376,6
1376,17
1377,2
1377,7
1378,2
1378,6
1378,20
1379,2
1379,20
1380,6
1380,14
1380,16
1381,6
1381,14
1381,16
1382,2
1382,9
1385,2
1385,9
1385,18
1387,2
1387,12
1388,12
1388,18
1389,2
1389,12
1390,6
1391,2
1391,6
1391,17
1392,6
1392,9
1393,9
1393,16
1394,6
1395,6
1395,9
1396,2
1396,6
1396,7
1396,9
1396,17
1397,9
1398,16
1398,19
1399,9
1401,9
1405,3
1405,4
1405,6
1405,7
1406,7
1406,9
1406,15
1406,18
1407,6
1407,12
1407,15
1407,18
1408,2
1408,16
1408,19
1408,20
1409,6
1409,9
1409,10
1409,16
1411,7
1411,9
1411,16
1412,9
1413,9
1414,6
1415,7
1415,9
1415,16
1416,9
1416,14
1417,9
1419,3
1419,9
1422,7
1422,9
1422,15
1422,18
1423,9
1425,6
1426,5
1427,2
1427,18
1428,9
1429,2
1429,3
1429,6
1429,18
1430,6
1430,18
1431,2
1431,6
1432,2
1432,6
1432,7
1432,9
1432,18
1437,9
1438,2
1438,18
1439,6
1440,6
1441,6
1441,16
1442,9
1445,6
1445,19
1446,6
1446,9
1447,7
1449,6
1453,6
1453,16
1454,6
1454,9
1456,6
1457,6
1457,9
1457,16
1458,9
1458,10
1458,16
1459,15
1459,18
1460,5
1460,6
1460,15
1461,6
1464,7
1464,9
1464,10
1464,11
1464,15
1464,16
1465,2
1465,9
1466,7
1466,9
1468,6
1468,16
1473,2
1473,6
1473,7
1473,9
1474,5
1474,6
1475,16
1476,6
1476,9
1477,16
1479,2
1479,16
1479,17
1479,18
1480,9
1480,18
1483,9
1483,18
1484,6
1484,9
1484,15
1484,16
1485,6
1487,9
1487,14
1488,2
1488,9
1488,18
1489,4
1489,5
1489,14
1490,6
1493,16
1495,2
1495,3
1495,5
1496,9
1496,16
1497,2
1498,9
1498,16
1499,2
1499,3
1499,18
1500,6
1500,7
1500,16
1502,9
1502,16
1503,6
1507,9
1507,19
1513,6
1514,16
1515,2
1515,9
1515,18
1516,6
1517,2
1517,3
1517,6
1518,2
1518,18
1519,9
1526,6
1527,2
1527,3
1527,6
1527,17
1529,6
1529,9
1533,9
1537,6
1537,9
1537,16
1541,6
1541,16
1542,6
1542,9
1542,16
1544,2
1544,3
1544,17
1544,18
1545,9
1546,6
1547,5
1547,9
1549,9
1549,16
1550,6
1550,16
1551,3
1551,5
1551,9
1552,2
1552,3
1552,18
1554,9
1554,16
1556,2
1556,16
1556,18
1562,2
1562,3
1562,10
1562,18
1564,6
1564,9
1564,16
1565,6
1565,18
1566,3
1566,4
1566,5
1566,6
1566,14
1569,6
1569,16
1571,6
1571,16
1572,9
1573,2
1573,7
1573,9
1573,18
1574,16
1580,2
1580,6
1580,17
1581,6
1582,3
1582,5
1583,5
1583,10
1584,9
1584,17
1585,6
1586,2
1586,9
1587,2
1587,3
1587,10
1588,5
1588,6
1589,2
1589,7
1589,9
1589,18
1590,12
1590,17
1590,18
1591,2
1591,3
1591,17
1591,18
1592,5
1592,6
1593,6
1593,16
1594,6
1594,9
1596,9
1597,9
1597,15
1597,16
1597,18
1598,7
1598,9
1598,18
1599,2
1600,9
1600,16
1601,7
1601,9
1601,11
1602,6
1603,12
1603,17
1603,18
1604,2
1604,6
1605,3
1605,16
1606,2
1606,3
1608,2
1608,18
1609,9
1609,18
1610,2
1610,3
1610,18
1611,9
1611,16
1612,6
1613,9
1614,6
1615,3
1615,9
1616,2
1616,18
1616,19
1617,7
1617,11
1617,15
1617,18
1619,3
1619,9
1619,19
1620,7
1620,9
1620,15
1620,18
1621,9
1623,12
1624,9
1625,9
1625,15
1625,18
1626,2
1626,9
1626,18
1627,7
1627,9
1627,15
1629,6
1629,16
1631,2
1631,18
1633,9
1635,9
1639,6
1639,9
1639,16
1641,6
1641,9
1642,6
1642,9
1643,9
1643,16
1644,12
1644,15
1644,18
1645,9
1645,15
1645,18
1646,5
1646,6
1646,16
1646,17
1647,7
1647,9
1647,18
1648,6
1648,9
1649,8
1650,9
1652,8
1653,9
1653,17
1653,18
1654,5
1654,9
1654,10
1655,9
1655,12
1655,18
1656,9
1656,16
1658,16
1658,18
1659,9
1660,9
1661,7
1661,15
1661,18
1662,7
1663,6
1663,19
1665,6
1667,2
1667,9
1670,9
1670,19
1671,7
1671,9
1671,18
1672,9
1673,9
1674,9
1674,16
1674,18
1675,7
1675,18
1676,2
1676,17
1677,6
1677,9
1678,9
1678,16
1679,6
1680,9
1680,16
1681,2
1681,3
1681,10
1682,6
1682,9
1682,17
1683,9
1683,16
1684,9
1684,16
1685,9
1685,16
1686,7
1686,18
1687,2
1687,18
1688,3
1688,4
1688,5
1688,9
1688,14
1689,6
1689,7
1689,18
1690,2
1690,12
1690,17
1693,9
1693,15
1694,9
1695,9
1696,9
1696,19
1699,6
1699,9
1701,6
1701,9
1702,5
1702,6
1702,10
1703,6
1704,9
1704,16
1707,5
1707,6
1711,7
1711,9
1711,15
1713,5
1713,6
1717,6
1717,12
1717,15
1717,18
1718,18
1719,9
1721,9
1721,16
1722,2
1722,3
1722,18
1726,2
1726,3
1726,9
1726,17
1727,9
1727,16
1729,7
1729,9
1729,18
1730,9
1731,6
1732,6
1732,7
1733,9
1733,16
1734,6
1734,9
1735,9
1735,16
1739,2
1739,5
1739,6
1746,6
1747,6
1748,3
1748,11
1748,17
1748,18
1752,2
1752,7
1752,18
1753,6
1754,7
1754,9
1754,10
1754,18
1755,6
1755,16
1757,9
1757,16
1759,9
1760,6
1762,2
1762,12
1762,17
1767,9
1767,16
1769,2
1769,7
1769,18
1770,7
1770,16
1770,18
1771,12
1772,2
1772,6
1772,14
1777,6
1777,16
1779,17
1779,18
1783,7
1783,9
1783,15
1783,16
1783,18
1784,6
1784,9
1784,16
1785,7
1785,18
1791,7
1791,9
1791,18
1792,2
1792,7
1792,18
1793,6
1794,6
1794,9
1797,8
1797,13
1798,18
1799,6
1799,7
1799,9
1799,15
1799,18
1801,2
1801,3
1801,9
1804,7
1804,9
1805,7
1805,9
1805,15
1805,18
1806,3
1806,5
1806,6
1807,9
1809,7
1809,9
1810,6
1810,9
1812,5
1812,6
1812,9
1816,6
1816,9
1821,6
1821,16
1824,6
1824,18
1825,6
1825,9
1826,3
1826,5
1827,6
1827,8
1829,9
1829,16
1831,2
1831,3
1831,17
1833,2
1833,9
1833,18
1834,7
1834,9
1834,15
1834,18
1835,9
1835,10
1835,16
1836,6
1836,9
1837,6
1839,6
1840,9
1841,9
1841,18
1844,9
1844,16
1845,6
1845,15
1845,18
1848,3
1848,5
1848,6
1848,10
1855,6
1856,8
1857,6
1858,2
1858,6
1859,9
1860,9
1862,12
1862,17
1863,6
1866,2
1866,6
1866,7
1867,2
1867,3
1870,6
1870,9
1873,7
1873,9
1873,16
1873,19
1875,6
1876,9
1876,17
1876,18
1881,3
1881,4
1881,5
1881,10
1881,14
1882,2
1882,17
1882,18
1883,6
1883,9
1883,16
1884,3
1884,6
1884,9
1885,6
1885,9
1885,16
1887,3
1887,6
1887,20
1888,6
1888,9
1888,16
1889,9
1889,15
1889,18
1891,12
1891,18
1892,18
1893,9
1894,3
1894,6
1894,16
1895,6
1895,9
1895,16
1897,9
1897,16
1900,6
1900,9
1902,9
1902,16
1904,6
1904,9
1906,6
1906,16
1907,3
1907,4
1907,5
1907,6
1907,9
1907,14
1907,16
1909,2
1909,7
1909,15
1909,17
1909,18
1910,6
1910,7
1910,9
1911,6
1912,6
1912,7
1912,9
1912,16
1912,18
1913,9
1913,15
1914,6
1914,9
1916,9
1916,16
1917,2
1917,16
1917,17
1917,18
1918,2
1918,6
1918,7
1918,18
1919,5
1919,6
1920,4
1920,5
1920,10
1920,19
1921,9
1921,17
1921,18
1922,9
1923,6
1923,16
1924,12
1924,17
1926,14
1927,2
1927,9
